Longitude,Latitude,Trap,Station,Tavg,WetBulb,PrecipTotal,AvgSpeed,Heat,Cool,Tmax,Tmin,DewPoint,ResultSpeed,ResultDir,StnPressure,SeaLevel,Rain,Sunrise,Sunset,WnvPresent,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,Year,Month,Day
-87.585487,41.799282,T075,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.586427,41.778748,T077,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.586427,41.778748,T077,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.562889,41.766202,T079,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.736812,41.798697,T114,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,0,1,0,0,0,2007,09,05
-87.562889,41.766202,T079,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.562889,41.766202,T079,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,0,0,0,0,1,2007,09,05
-87.612922,41.754676,T080,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.62779599999998,41.821582,T081,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.642984,41.803423,T082,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.590773,41.754292,T083,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.736812,41.798697,T114,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.736812,41.798697,T114,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.778927,41.776156,T155,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.778927,41.776156,T155,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.55551,41.733643,T099,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.585413,41.72646500000001,T138,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.585413,41.72646500000001,T138,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.582699,41.729669,T107,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.582699,41.729669,T107,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.70271600000002,41.74785,T072,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.60449799999998,41.644612,T097,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.531657,41.717753,T100,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.531657,41.717753,T100,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.605294,41.750498,T102,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.605294,41.750498,T102,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.536497,41.702724,T103,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.740029,41.772846,T156,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,0,1,0,0,0,0,2007,09,05
-87.740029,41.772846,T156,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.667827,41.825902,T157,2.0,82.0,69.0,0.0,6.7,0.0,17.0,91.0,72.0,62.0,6.4,19.0,29.31,29.94,0.0,521.0,1821.0,0,0,1,0,0,0,0,0,2007,09,05
-87.930995,41.957799,T903,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,1,0,0,1,0,0,0,0,2011,08,12
-87.805059,41.973845,T223,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,1,0,0,0,1,0,0,0,2011,08,12
-87.890615,41.974689,T900,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,1,0,1,0,0,0,0,0,2011,08,12
-87.890615,41.974689,T900,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,1,0,0,1,0,0,0,0,2011,08,12
-87.807277,42.009876,T233,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.807277,42.009876,T233,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,1,0,0,0,0,0,2011,08,12
-87.805059,41.973845,T223,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.930995,41.957799,T903,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,1,0,0,0,0,0,2011,08,12
-87.890615,41.974689,T900,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,0,0,1,0,0,2011,08,12
-87.890615,41.974689,T900,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,0,1,0,0,0,2011,08,12
-87.832763,41.944869,T011,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.800991,41.95469,T002,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.777189,41.960616,T017,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,0,1,0,0,0,2011,08,12
-87.77792099999998,42.008314,T008,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,0,1,0,0,0,2011,08,12
-87.77792099999998,42.008314,T008,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.757639,41.964242,T003,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,1,0,0,0,0,0,2011,08,12
-87.757639,41.964242,T003,1.0,71.0,64.0,0.0,8.5,0.0,6.0,81.0,60.0,59.0,8.3,19.0,29.22,29.94,0.0,456.0,1858.0,0,0,0,1,0,0,0,0,2011,08,12
-87.726549,41.82561,T063,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.642984,41.803423,T082,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.703047,41.77166,T066,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.703047,41.77166,T066,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,0,1,0,0,0,2013,08,22
-87.679447,41.801179,T061,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,0,1,0,0,0,2013,08,22
-87.716277,41.846075,T152,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,0,1,0,0,0,2013,08,22
-87.716788,41.89923,T030,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.696269,41.868142,T047,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.69181,41.963976,T220,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.72505699999998,41.951866,T228,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.60096300000002,41.728495,T227,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.731435,41.743402,T225,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.728492,41.98480900000001,T027,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,0,1,0,0,0,2013,08,22
-87.728492,41.98480900000001,T027,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.701431,41.906638,T033,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.689778,41.986921,T028,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.689778,41.986921,T028,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.666066,41.98728,T231,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.66805500000002,41.912563,T232,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.627096,41.776428,T235,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,1,0,0,0,0,0,2013,08,22
-87.627096,41.776428,T235,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.654224,41.867108,T048,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,1,0,0,1,0,0,0,0,2013,08,22
-87.65449100000002,41.891118,T046,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.65449100000002,41.891118,T046,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.65449100000002,41.891118,T046,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.654224,41.867108,T048,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.654224,41.867108,T048,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.655232,41.896282,T049,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.655232,41.896282,T049,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666901,41.868077,T090,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.72460799999998,41.662014,T135,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.72460799999998,41.662014,T135,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.629798,41.878114,T145,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.700117,41.932094,T147,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.800515,41.916265,T151,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.800515,41.916265,T151,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.800515,41.916265,T151,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.716277,41.846075,T152,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.716277,41.846075,T152,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.707973,41.682587,T158,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.707973,41.682587,T158,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.707973,41.682587,T158,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.72460799999998,41.662014,T135,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666901,41.868077,T090,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.632085,41.921965,T054,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666901,41.868077,T090,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.632085,41.921965,T054,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666014,41.720848,T094,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666014,41.720848,T094,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666014,41.720848,T094,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,1,0,0,0,0,0,2013,08,22
-87.649642,41.732984,T159,2.0,73.0,68.0,0.36,7.0,0.0,8.0,78.0,67.0,66.0,2.5,24.0,29.42,30.05,1.0,506.0,1843.0,0,0,0,1,0,0,0,0,2013,08,22
